1e-07,7.33248
5e-07,6.8707
9e-07,6.44928
1e-06,6.70984
3e-06,8.23769
5e-06,6.7818
7e-06,6.5714
9e-06,6.8111
1e-05,6.70945
3e-05,6.64357
5e-05,6.33633
7e-05,6.42391
9e-05,6.3515
0.0001,6.39076
0.0003,6.27382
0.0005,6.31313
0.0007,6.35823
0.0009,6.25383
0.001,6.3202
0.002,6.29997
0.003,6.26678
0.004,6.24776
0.005,6.25053
0.006,6.36638
0.007,6.22747
0.008,6.27412
0.009,6.22164
0.01,6.22903
0.015,6.2777
0.02,6.2118
0.025,6.21078
0.03,6.20236
0.035,6.2318
0.04,6.19787
0.045,6.23976
0.05,6.22418
0.055,6.23861
0.06,6.3157
0.065,6.29472
0.07,6.29319
0.075,6.27337
0.08,6.29305
0.085,6.26378
0.09,6.24075
0.095,6.25713
0.1,6.35775
